committee_id,name,committee_type,org_type,connected_org,total_receipts,contribs_to_others,ind_exp,proposedClass,reason,finalClass
C00669192,THE ASSOCIATION OF UNION CONSTRUCTORS POLITICAL ACTION COMMITTEE (TAUCPAC),N,T,,2520,0,0,CORPORATE,org_type=T (Trade Association),
C00669226,LONESTAR VALUES PAC,O,,,0,0,0,UNKNOWN,no signal,
C00669275,THE AMERICAN LIBERTY PARTY,U,,,0,0,0,UNKNOWN,no signal,
C00669283,JSW STEEL USA PAC (JSW USA PAC),N,W,,0,0,0,CORPORATE,org_type=W (Corporation),
C00669317,2018 REPUBLICAN CHALLENGERS FUND II,N,,,130250,0,0,UNKNOWN,no signal,
C00669374,PA IN 18,N,,,198079,0,0,UNKNOWN,no signal,
C00669556,NO FASCIST USA,O,,,0,0,0,UNKNOWN,no signal,
C00669622,PROTECT THE HOUSE,N,,,26476188,0,0,UNKNOWN,no signal,
C00670315,FRIENDS FOR FLORIDA,O,,,0,0,0,UNKNOWN,no signal,
C00670356,CITIZENS AWARE OF GOVERNMENT ACTIVITIES,O,,,90,0,0,UNKNOWN,no signal,
C00670398,LONE STAR GUN RIGHTS,N,C,,0,0,0,CORPORATE,org_type=C (Corporation),
C00670422,WOMEN FOR LEADERSHIP AND INTEGRITY,N,,,0,0,0,UNKNOWN,no signal,
C00670513,TENTH AMENDMENT ACTION PROJECT,O,,,281000,0,0,UNKNOWN,no signal,
C00670539,NO MORE BS,O,,,0,0,0,UNKNOWN,no signal,
C00670554,PENNSYLVANIA SENTINEL PAC,V,,,0,0,0,UNKNOWN,no signal,
C00670596,FORTUNE AMERICA PAC,V,,,0,0,0,DARK_MONEY,/AMERICA PAC/,
C00670612,GUNSENSENOW,N,,,0,0,0,UNKNOWN,no signal,
C00670745,PEARL RESISTANCE ACTION COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00670752,CATHY MCMORRIS RODGERS VICTORY FUND,N,,,263730,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00671602,DEFEND DEMOCRACY,O,,,0,0,0,UNKNOWN,no signal,
C00671628,STRONGND PAC,V,,NONE,100000,0,0,UNKNOWN,no signal,
C00671677,BREDESEN VICTORY FUND,N,,,1621532,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00671735,GREAT AGAIN POLITICAL ACTION,N,,,15713,0,0,UNKNOWN,no signal,
C00671800,ALLIANCE FOR PROGRESS,N,,,539,0,0,UNKNOWN,no signal,
C00671834,FREE BORN BLACKS PAC,N,,,0,0,0,UNKNOWN,no signal,
C00671909,AMERICAN CATALOG MAILERS ASSOCIATION PAC (ACMA PAC),N,T,,0,0,0,CORPORATE,org_type=T (Trade Association),
C00671917,PUBLIC SAFETY COUNCIL,O,,,0,0,0,UNKNOWN,no signal,
C00671933,RON JOHNSON VICTORY,N,,NONE,8308431,0,0,UNKNOWN,no signal,
C00671941,TIME2WIN,O,,,0,0,0,UNKNOWN,no signal,
C00671966,THE AMERICAN VIRTUES PAC,O,,,616,0,0,UNKNOWN,no signal,
C00672006,KEEP AMERICA RED,V,,,0,0,0,UNKNOWN,no signal,
C00672089,PEACE AND HUNGER,N,,,0,0,0,UNKNOWN,no signal,
C00672840,WOMEN ON THE ROAD SEATTLE 2018,N,,,106350,0,0,UNKNOWN,no signal,
C00672857,WOMEN ON THE ROAD CALIFORNIA 2018,N,,,249920,0,0,UNKNOWN,no signal,
C00672865,PATRIOT DAY III 2018,N,,,51000,0,0,UNKNOWN,no signal,
C00672881,FLIP THE DISTRICT,N,,,0,0,0,UNKNOWN,no signal,
C00672915,YIMBY DEMOCRATS OF SAN DIEGO COUNTY,O,,,11517,0,0,UNKNOWN,no signal,
C00672964,IDT COMMONS,O,,,18801,0,0,UNKNOWN,no signal,
C00673053,THE HAWKEYE FUND,N,,,0,0,0,UNKNOWN,no signal,
C00673095,THE WOMEN'S CABINET,N,,,0,0,0,UNKNOWN,no signal,
C00673137,MISSISSIPPI REPUBLICAN SENATE NOMINEE COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00673269,PUSHING FORWARD,O,,,13870,0,0,UNKNOWN,no signal,
C00673335,MAKE RUSSIA GREAT AGAIN,O,,,0,0,0,UNKNOWN,no signal,
C00674135,WOMEN FOR KAMALA,V,,,0,0,0,UNKNOWN,no signal,
C00674168,ELECT JARED LORD FOR GOVERNOR,U,,,0,0,0,LEADERSHIP,/\bELECT [A-Z]+/,
C00674176,INSURING AMERICA'S FUTURE,O,,,249020,0,0,UNKNOWN,no signal,
C00674226,CONTROL ALT DELETE PAC INC,O,,,4171,0,0,CORPORATE,/\bINC\b/,
C00674267,VOLUNTEER FIREFIGHTER & PARAMEDIC ASSOCIATION PAC,O,,,142703,0,0,CORPORATE,/\bASSOCIATION\b/,
C00674275,PROTECT NEVADA WOMEN,O,,,25000,0,0,UNKNOWN,no signal,
C00674291,HONOR AND PRINCIPLES PAC,O,,,270000,0,0,UNKNOWN,no signal,
C00674309,OHIO CONSERVATIVES FOR STRONGER IMMIGRATION,O,,,0,0,0,UNKNOWN,no signal,
C00674366,PRESCRIPTIONS FOR A STRONGER AMERICA,O,,,0,0,0,UNKNOWN,no signal,
C00674408,AMERICAN-HAITIAN GENERATION IN ACTION,O,,,0,0,0,UNKNOWN,no signal,
C00674424,CITIZENS UNITED TO REPEAL CITIZENS UNITED,O,,NONE,323,0,0,UNKNOWN,no signal,
C00674432,CONSERVATIVE ALLIANCE PAC,O,,,1021000,0,0,UNKNOWN,no signal,
C00674473,MANCHIN VICTORY FUND,N,,,118750,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00674499,TEAM SCALISE FEDERAL,N,,,212886,0,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00674515,CONSERVATIVE WISDOM UNITED,N,,,0,0,0,UNKNOWN,no signal,
C00674531,NEXT GENERATION SOLUTIONS FOR A STRONG AMERICA,U,,,0,0,0,UNKNOWN,no signal,
C00674598,A NEW DAY PAC,O,,,0,0,0,UNKNOWN,no signal,
C00675314,LEGALIZE NOW POLITICAL ACTION COMMITTEE,V,,NONE,800,0,0,UNKNOWN,no signal,
C00675322,LEGALIZE NOW VIRGINIA POLITICAL ACTION COMMITTEE,V,,,0,0,0,UNKNOWN,no signal,
C00675355,PEOPLES PACK INC,O,,,0,0,0,CORPORATE,/\bINC\b/,
C00675454,JARED M YETTER,O,,,0,0,0,UNKNOWN,no signal,
C00675462,AL PACINO,O,,,0,0,0,UNKNOWN,no signal,
C00675470,PROGRESS4VA1,N,,,1415,0,0,UNKNOWN,no signal,
C00675504,MJ28ORG,O,,,0,0,0,UNKNOWN,no signal,
C00675512,42028ORG,O,,,200,0,0,UNKNOWN,no signal,
C00675579,COALITION FOR A SAFE AMERICA,O,,,0,0,0,UNKNOWN,no signal,
C00675595,HIPPIE DIPPIE SUPER PAC,N,,,0,0,0,UNKNOWN,no signal,
C00675652,SEE HER RUN PAC,N,,,0,0,0,UNKNOWN,no signal,
C00675660,RED LETTER ACTION,N,,,10400,0,0,UNKNOWN,no signal,
C00675702,CONSERVATIVE FUTURE PAC,O,,,0,0,0,UNKNOWN,no signal,
C00675843,"NATIONAL ASSOCIATION OF BLACK WOMEN VOTERS, INC.",N,,,0,0,0,ACTIVIST,/WOMEN VOTE/,
C00675850,AMERICAN RURAL ALLIANCE,O,,,0,0,0,UNKNOWN,no signal,
C00676510,INDIVISIBLE NETWORK PAC,O,,,0,0,0,ACTIVIST,/INDIVISIBLE/,
C00676536,BITBLUE.WIN,N,,,325,0,0,UNKNOWN,no signal,
C00676601,OHIOANS FOR OUR FUTURE,O,,,0,0,0,DARK_MONEY,/FOR OUR FUTURE/,
C00676692,HOMELESS VETERANS COALITION PAC,O,,,5927,0,0,UNKNOWN,no signal,
C00676718,ASSOCIATION FOR POLICE OFFICERS,O,,,14085,0,0,LABOR,/POLICE OFFICERS/,
C00676759,STATE TROOPERS FRATERNAL ASSOC NJ PAC,N,L,STATE TROOPERS FRATERNAL ASSOCIATION OF NEW JERSEY,890,0,0,LABOR,org_type=L (Labor),
C00676882,PRIMARY PATRIOT DAY 2018,N,,,16500,0,0,UNKNOWN,no signal,
C00676957,RICK SCOTT VICTORY FUND,N,,,13434997,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00677013,PROGRESSIVE DEMOCRATS OF HENDRICKS COUNTY,N,M,,1468,0,0,UNKNOWN,no signal,
C00677021,ONWARD POLITICAL ACTION COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00677039,"REFRESH CLUB, INC./THE WING POLITICAL ACTION COMMITTEE (THE WING PAC)",N,C,,0,0,0,CORPORATE,org_type=C (Corporation),
C00677724,INHOFE VICTORY COMMITTEE 2020,N,,,76374,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00677740,WANDA PAC,O,,,0,0,0,UNKNOWN,no signal,
C00677815,FUTURE IS FEMALE,N,,,0,0,0,UNKNOWN,no signal,
C00677823,PEOPLE FOR A PROGRESSIVE ECONOMY,N,,,11333,0,0,UNKNOWN,no signal,
C00677831,DELEGATE JUSTIN LLOYD MCNEEL,U,,,0,0,0,UNKNOWN,no signal,
C00677906,OHIO CITIZENS FOR HOME RULE,O,,,0,0,0,IDEOLOGICAL,/CITIZENS FOR/,
C00677922,INDIANA SENATE NOMINEE FUND,N,,,0,0,0,UNKNOWN,no signal,
C00677930,SEED AND SOW,N,,,0,0,0,UNKNOWN,no signal,
C00677948,KING'S LIST,O,,,200,0,0,UNKNOWN,no signal,
C00677971,ASIAN AMERICANS AGAINST TRUMP,O,,,0,0,0,UNKNOWN,no signal,
C00678003,WISCONSIN FIRST PAC,O,,NONE,10500,0,0,UNKNOWN,no signal,
C00678011,WE ARE THE STUDENTS PAC,V,,,0,0,0,UNKNOWN,no signal,
C00678029,"PARTNERSHIP FOR NEW YORK CITY, INC. FEDERAL PAC (PARTNERSHIP FOR NEW YORK CITY FEDERAL PAC)",N,M,"PARTNERSHIP FOR NEW YORK CITY, INC.",5000,0,0,CORPORATE,/\bINC\b/,
C00678052,BLUETIDE PAC,N,,,0,0,0,UNKNOWN,no signal,
C00678110,AFRICAN AMERICAN WOMEN ORGANIZE TO KINDLE EMPOWERMENT POLITICAL ACTION COMMITTEE INC,O,,,0,0,0,CORPORATE,/\bINC\b/,
C00678128,ALLIANCE FOR A SAFER AMERICA,O,,,0,0,0,UNKNOWN,no signal,
C00678144,VERMONT CONSERVATION VOTERS ACTION FUND,O,,,0,0,0,UNKNOWN,no signal,
C00678169,INDIANA/MISSOURI VICTORY COMMITTEE,N,,,306200,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00678177,MODERATES UNITED,N,,,1133,0,0,UNKNOWN,no signal,
C00678201,SUSIE LEE VICTORY FUND,N,,,12705,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00678227,TEAM DUNCAN,N,,NONE,70000,0,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00678243,KATKO VICTORY FUND,N,,,160624,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00678268,UNITED VETERANS SUPPORT ASSOCIATION PAC,O,,,0,0,0,CORPORATE,/\bASSOCIATION\b/,
C00678276,OHIO STRONG,O,,,0,0,0,UNKNOWN,no signal,
C00678284,CASSIDY VICTORY COMMITTEE,N,,,643800,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00678946,REPUBLICANS ARE ANIMALS,N,,,0,0,0,UNKNOWN,no signal,
C00679001,ARIZONA FUTURE FUND PAC,O,,,0,0,0,UNKNOWN,no signal,
C00679019,AMERICANS FOR LEADERSHIP,N,,,0,0,0,UNKNOWN,no signal,
C00679027,GASPER OHIO VICTORY FUND,N,,,104000,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00679035,COMMUNITYSOLAR.ORG,O,,,50,0,0,UNKNOWN,no signal,
C00679084,BLUESHIFT MEDIA,O,,,0,0,0,CORPORATE,/\bMEDIA\b/,
C00679092,SUPER SENIOR PAC LLC,O,,,0,0,0,CORPORATE,/\bLLC\b/,
C00679118,FAMILIES VS ASSAULT RIFLES PAC,O,,,233573,0,0,UNKNOWN,no signal,
C00679175,BLACKROCK INSTITUTE,N,,,0,0,0,CORPORATE,/BLACKROCK/,
C00679183,BUCKSPAC,O,,,1756,0,0,UNKNOWN,no signal,
C00679209,DIGIDEMS COMMITTEE,N,,,1935666,0,0,UNKNOWN,no signal,
C00679225,KEEP THE HOUSE,N,,,10750,0,0,UNKNOWN,no signal,
C00679266,NEAL OHIO VICTORY FUND,N,,,0,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00679274,RADER OHIO VICTORY FUND,N,,,29500,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00679282,KEN HARBAUGH OHIO VICTORY FUND,N,,,241500,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00679290,KIWI CONSERVATION FUND,O,,,0,0,0,UNKNOWN,no signal,
C00679308,ONE VOTE AT A TIME VICTORY FUND,N,,,109498,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00679324,CONSERVATIVES FOR FREEDOM PAC,N,,,0,0,0,UNKNOWN,no signal,
C00679332,AMERICAN CONSERVATIVES FOR FREEDOM PAC,O,,,0,0,0,UNKNOWN,no signal,
C00679381,NRSC TARGETED STATE VICTORY FUND,N,,,8853700,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00679407,FREEDOM OVER REGULATION & TAXATION POLITICAL ACTION COMMITTEE,O,,,0,0,0,UNKNOWN,no signal,
C00679415,MIAMI MIRACLE PAC,O,,,0,0,0,UNKNOWN,no signal,
C00679472,STAND FOR AMERICA,O,,,0,0,0,DARK_MONEY,/\bSTAND FOR\b.*\bAMERICA\b/,
C00679498,BALDERSON VICTORY COMMITTEE,N,,,111200,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680124,MAINE 2018 VICTORY COMMITTEE,N,,,206022,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680157,THE INCORRUPTIBLES,N,,,14198,0,0,UNKNOWN,no signal,
C00680165,NC LPAC VICTORY COMMITTEE,N,,,0,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680173,PROGRESSIVE INFRASTRUCTURE AND TECHNOLOGY PAC,O,,,5036,0,0,UNKNOWN,no signal,
C00680207,MINNESOTA VICTORY FUND,N,,,134492,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680223,AMERICAN VALUES COMMITTEE,O,,,10420,0,0,IDEOLOGICAL,/AMERICAN VALUES/,
C00680298,KATHY MANNING VICTORY FUND,N,,,224544,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680355,"COINBASE, INC. POLITICAL ACTION COMMITTEE",N,C,,0,0,0,CORPORATE,org_type=C (Corporation),
C00680371,MINNESOTA SECOND DISTRICT VICTORY FUND 2018,N,,,44000,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680397,STRONG MONEY PAC,O,,,0,0,0,UNKNOWN,no signal,
C00680413,IN09 VICTORY FUND,N,,,9201,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680454,BRAUN VICTORY COMMITTEE,N,,,998293,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680496,RIGGLEMAN VICTORY FUND,N,,,0,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680512,ARRINGTON VICTORY COMMITTEE,N,,NONE,1985257,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00680520,PEOPLE'S FIRST SUPER POLITICAL ACTION COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00680538,HISPANOS FOR BETO,O,,,0,0,0,UNKNOWN,no signal,
C00680546,COMMITTEE FOR LIFE LIBERTY & PROPERTY,V,,,409,0,0,UNKNOWN,no signal,
C00680587,MISSISSIPPI SENATE COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00680629,RESPECT KANSAS,N,,,0,0,0,UNKNOWN,no signal,
C00680637,PLANNED PARENTHOOD PENNSYLVANIA VOTES,O,,,0,0,0,ACTIVIST,/PLANNED PARENTHOOD/,
C00680645,WOOKIE PAC,N,,,0,0,0,UNKNOWN,no signal,
C00681247,DEMOCRATS UNITED INC.,N,,,2214,0,0,IDEOLOGICAL,/DEMOCRATS UNITED/,
C00681262,TEXAS VICTORY 2018,N,,,1592261,0,0,UNKNOWN,no signal,
C00681270,MARSHA SENATE VICTORY FUND,N,,,698350,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00681288,SAVE1000 PAC,N,,,0,0,0,UNKNOWN,no signal,
C00681304,EVOLVED CONSERVATIVES,O,,,0,0,0,UNKNOWN,no signal,
C00681320,CALIFORNIA JUSTICE PAC,O,,NONE,108300,0,0,UNKNOWN,no signal,
C00681379,VENEZUELA FUTURE FUND,N,,,0,0,0,UNKNOWN,no signal,
C00681395,CRIMSON DEMOCRATIC ALLIANCE,N,,,5000,0,0,UNKNOWN,no signal,
C00681502,AMERICANS FOR CANNABIS NOW,V,,,0,0,0,UNKNOWN,no signal,
C00681577,PATRIOT DAY IV 2018,N,,,41000,0,0,UNKNOWN,no signal,
C00681585,BOST VICTORY FUND,N,,NONE,267545,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00681593,PORTER VICTORY FUND,N,,,117074,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00681601,PROTECT THE SENATE MAJORITY COMMITTEE,N,,,57200,0,0,LEADERSHIP,/\bMAJORITY (COMMITTEE|MAKERS|FUND)\b/,
C00681619,AMBITIOUS ACTION FUND PAC,N,,,0,0,0,UNKNOWN,no signal,
C00681650,SECURE THE VOTE,O,,,0,0,0,UNKNOWN,no signal,
C00681668,CHRISTINA'S LIST,O,,,0,0,0,UNKNOWN,no signal,
C00681684,TEAM MARTY,N,,,1535,0,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00681692,COUNT ON ME PAC,O,,,100,0,0,UNKNOWN,no signal,
C00681734,WISCONSIN FORWARD LIBERALS,V,,,0,0,0,UNKNOWN,no signal,
C00681742,TIM RYAN VICTORY FUND,N,,,21350,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00681783,GRANDPARENTS FOR DEMOCRACY,N,,,1948,0,0,UNKNOWN,no signal,
C00682435,PROTECTING ARIZONA,O,,,0,0,0,UNKNOWN,no signal,
C00682443,WON PAC,O,,,2500,0,0,UNKNOWN,no signal,
C00682450,GROWPAC NY,N,,,0,0,0,UNKNOWN,no signal,
C00682468,ABRAHAM LINCOLN FUND,N,,,0,0,0,UNKNOWN,no signal,
C00682476,LEAD THE FIGHT PAC,O,,,5000,0,0,UNKNOWN,no signal,
C00682518,GIANFORTE-ROSENDALE FUND,N,,,114184,0,0,UNKNOWN,no signal,
C00682526,ENGAGE NOW 360,N,,,0,0,0,UNKNOWN,no signal,
C00682534,REVOLT EDUCATION RESIST,N,,,0,0,0,UNKNOWN,no signal,
C00682542,RESIST EDUCATION REVOLT,N,,,0,0,0,UNKNOWN,no signal,
C00682559,PROTECTING OUR CONSTITUTION,O,,NONE,65000,0,0,UNKNOWN,no signal,
C00682575,NEXT GENERATION CONSERVATIVES PAC,N,,,0,0,0,UNKNOWN,no signal,
C00682583,DEFEND AND PRESERVE DEPRE PAC,N,,,0,0,0,UNKNOWN,no signal,
C00682658,CLARK COUNTY BLUE WAVE PAC,N,,,0,0,0,LEADERSHIP,/CLARK\b/,
C00682666,TINA SEALS FOR CONGRESS,O,,,0,0,0,LEADERSHIP,/\bFOR (CONGRESS|SENATE|PRESIDENT)\b/,
C00682682,CA MAJORITY MAKERS,N,,,51900,0,0,LEADERSHIP,/\bMAJORITY (COMMITTEE|MAKERS|FUND)\b/,
C00682716,PRESERVE THE SENATE MAJORITY 2018,N,,,100400,0,0,UNKNOWN,no signal,
C00682732,GERSHON VICTORY FUND,N,,,587154,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00682740,CONSERVATIVE FIGHTER FUND,N,,,376600,0,0,UNKNOWN,no signal,
C00682765,2018 HOUSE VICTORY FUND,N,,,142227,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00682773,OUTVOTE PAC,O,,,1350,0,0,UNKNOWN,no signal,
C00682799,CONSERVATIVE STATES OF AMERICA PAC,V,,,11850,0,0,DARK_MONEY,/AMERICA PAC/,
C00682823,VALET REPAIR SERVICES,N,,,0,0,0,UNKNOWN,no signal,
C00682831,"VALET REPAIR SERVICES, LLC",N,,,0,0,0,CORPORATE,/\bLLC\b/,
C00682864,LIBERTY RISING PAC,V,,,14085,0,0,UNKNOWN,no signal,
C00682898,AMERICAN UPRISING 2020,O,,,8922,0,0,UNKNOWN,no signal,
C00682914,TURNNCBLUE,O,,,20755,0,0,UNKNOWN,no signal,
C00682930,HIP HOP SUPER PAC,O,,,0,0,0,UNKNOWN,no signal,
C00682955,WE CHOOSE ACTION PAC,O,,,40,0,0,UNKNOWN,no signal,
C00682997,BLUE WAVE AMERICA,N,,,4525,0,0,UNKNOWN,no signal,
C00683615,CONSTITUTIONAL CONSERVATIVE WATCHDOGS,V,,,0,0,0,UNKNOWN,no signal,
C00683649,MIND THE GAP,O,,NONE,4174840,0,0,UNKNOWN,no signal,
C00683672,TINA SEALS FOR PRESIDENT,U,,,0,0,0,LEADERSHIP,/\bFOR (CONGRESS|SENATE|PRESIDENT)\b/,
C00683680,#JUSTICEFORALL,N,,,0,0,0,UNKNOWN,no signal,
C00683714,WEBBER VICTORY COMMITTEE,N,,,401915,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00683722,CLEAN WAVE,O,,,18731,0,0,UNKNOWN,no signal,
C00683730,WIN MICHIGAN FUND,N,,,135725,0,0,UNKNOWN,no signal,
C00683748,MICHIGAN SENATE NOMINEE FUND,N,,,0,0,0,UNKNOWN,no signal,
C00683755,4 VICTORY,N,,,0,0,0,UNKNOWN,no signal,
C00683797,XOCHITL FOR NEW MEXICO VICTORY FUND,N,,,70126,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00683805,PEOPLE'S PRESIDENTIAL DEBATE,O,,,200,0,0,UNKNOWN,no signal,
C00683813,WE ARE GREAT AGAIN PAC,O,,,4539612,0,0,UNKNOWN,no signal,
C00683821,CONSERVATIVES FOR INTEGRITY,N,,,0,0,0,UNKNOWN,no signal,
C00683839,STEWART VICTORY FUND,N,,,222647,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00683904,DE LEON VICTORY FUND,N,,,391565,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00683912,WISCONSIN BEER,N,,,0,0,0,UNKNOWN,no signal,
C00683961,LIZZIE FLETCHER VICTORY FUND,N,,NONE,517106,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00683987,YOUNG VICTORY COMMITTEE,N,,,36301,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00683995,MCCASKILL SINEMA VICTORY FUND,N,,,140635,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00684001,UNITE U.S. AGAIN INC.,O,,,5000,0,0,CORPORATE,/\bINC\b/,
C00684035,STAND WITH AMERICA,O,,,0,0,0,UNKNOWN,no signal,
C00684092,SECURE PROGRESS,N,,,5000,0,0,UNKNOWN,no signal,
C00684100,CITIZENS FOR A BETTER BUTLER COUNTY,N,,,0,0,0,IDEOLOGICAL,/CITIZENS FOR/,
C00684118,SEND HER HOME,O,,,740,0,0,UNKNOWN,no signal,
C00684159,MAJORITY VICTORY PROGRAM,N,,,552375,0,0,UNKNOWN,no signal,
C00684787,VRF,N,,,4353,0,0,UNKNOWN,no signal,
C00684803,PROGRESS FOR OUR COMMUNITY PAC,N,,,0,0,0,UNKNOWN,no signal,
C00684811,CISNEROS VICTORY FUND,N,,,35650,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00684837,WOMEN LEADERSHIP COMMITTEE,N,,,26200,0,0,UNKNOWN,no signal,
C00684886,BUILDING STRONGER COMMUNITIES,O,,,100,0,0,UNKNOWN,no signal,
C00684902,COLIN ALLRED VICTORY FUND,N,,,377710,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00684951,HILL SWING LEFT FUND 2018,N,,,307962,0,0,IDEOLOGICAL,/SWING LEFT/,
C00684985,WIN AT THE DOOR PAC,V,,,881778,0,0,UNKNOWN,no signal,
C00684993,HARDY NEVADA VICTORY FUND,N,,,37900,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685008,CLARKE TUCKER VICTORY FUND,N,,,46000,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685016,SPANBERGER VICTORY FUND,N,,,47315,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685024,DELGADO VICTORY FUND,N,,,277000,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685032,BUFFALO ACTION COMMITTEE,U,,,0,0,0,UNKNOWN,no signal,
C00685040,TOMORROW STARTS NOW,N,,,0,0,0,UNKNOWN,no signal,
C00685057,WOMEN ON THE ROAD 2018,N,,,41517,0,0,UNKNOWN,no signal,
C00685065,SODERBERG 2018 VICTORY FUND,N,,,163800,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685073,SHAPIRO 2018 VICTORY FUND,N,,,125100,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685081,BAER 2018 VICTORY FUND,N,,,134025,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685099,MUCARSEL-POWELL 2018 VICTORY FUND,N,,,390736,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685131,DUMP POTUS 45 SUPER PAC,O,,,0,0,0,UNKNOWN,no signal,
C00685156,JOHNSON LEADS COMMITTEE,N,,,125000,0,0,UNKNOWN,no signal,
C00685164,PROACTIVE AMERICAN PEOPLE PROUDLY AGAINST SOCIALISM,O,,,0,0,0,UNKNOWN,no signal,
C00685172,AMERICANS AGAINST SOCIALISM,O,,,0,0,0,UNKNOWN,no signal,
C00685180,HARRIS LEADERSHIP FUND,N,,,31302,0,0,UNKNOWN,no signal,
C00685198,TINYLOBBY,O,,,0,0,0,UNKNOWN,no signal,
C00685206,UTOPIAN UMBRELLA,U,,,0,0,0,UNKNOWN,no signal,
C00685214,WILD VICTORY FUND,N,,,3500,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685255,AMERICANS WORKING TOGETHER,O,,,0,0,0,UNKNOWN,no signal,
C00685305,JAMES-RUBIO VICTORY COMMITTEE,N,,,0,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685313,WEST VIRGINIA VICTORY FUND,N,,,348645,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685321,CRAMER-HAWLEY VICTORY FUND,N,,,26925,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00685370,STANTON VICTORY FUND 2018,N,,,179500,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00686014,FLIP WA BLUE 2018,N,,,785602,0,0,UNKNOWN,no signal,
C00686022,"POLITICAL RASCALS PAC, INC",N,,,0,0,0,CORPORATE,/\bINC\b/,
C00686030,LONGJOHN VICTORY FUND,N,,,61500,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
